,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
3171,1,0,0,0,-0.46303730927815856,1,1,-1.4594463760648215,-0.8159741466349167,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
697,0,0,1,1,-1.1960038562387048,1,1,-0.4856333339674735,-0.9339074506993351,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4456,1,0,1,0,1.4508197855632678,1,1,-1.3231790220511994,-0.29512045086707245,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
4531,0,0,1,1,-0.9516816739185228,1,1,0.48485611412954227,-0.7161878242142558,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3652,1,1,0,0,-1.2774445836787656,0,1,-1.3132082400502028,-0.9970024306723992,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3366,0,0,1,0,-0.055833672077855064,1,1,0.9651154471775519,0.28986582601405075,-1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
3523,1,0,1,0,1.6137012404433893,1,1,1.5733331492383529,2.509073898733544,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
5931,0,1,1,0,-0.7888002190384014,1,1,1.1047063951915064,-0.4616002423215427,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1799,1,0,0,0,-0.9109613101984924,1,1,1.1279715531938321,-0.5784297153857325,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
3335,0,0,0,0,-0.8295205827584317,1,1,-1.3215172250510334,-0.8685385788658003,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
577,0,0,0,0,-0.9516816739185228,1,1,0.19071804510013865,-0.7441589017600472,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3498,0,0,0,0,0.43281069256250915,1,1,0.3469269631157543,0.40413441115771026,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4180,1,1,0,0,-1.2367242199587352,0,1,-1.343120586053193,-0.9896729928308816,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1460,0,0,0,0,-1.1145631287986442,1,1,0.682609957149311,-0.8208751562759316,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2825,0,0,0,0,-0.7073594915983407,1,1,-1.2766487060465481,-0.8409869571000957,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
3698,1,0,0,0,1.0843365120829946,1,1,0.6144762801425001,1.1770368775177422,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3308,1,0,1,0,-0.7073594915983407,1,1,-1.3148700370503688,-0.8368807057792454,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3718,1,0,1,0,1.002895784642934,1,1,1.1595456961969886,1.418974556147836,-1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
4380,1,0,1,1,-1.318164947398796,1,1,-1.4876969250676457,0.0,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
6847,1,0,1,1,-0.5851984004382496,1,1,-0.2928648819482031,-0.5300598409557173,-1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1710,1,0,0,0,-1.1145631287986442,1,1,0.5978583101408388,-0.8237009636365167,-1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
828,0,0,1,1,1.125056875803025,1,1,0.8703930181680831,1.3997016668838453,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
3169,0,0,1,1,0.7992939660427822,1,1,0.13255515009432434,0.5296399958836966,-1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
4428,0,0,1,1,-0.5444780367182193,1,1,1.2808568772091153,-0.11947886211070535,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
4998,0,1,0,0,1.2064976032430856,1,1,1.5284646302338678,2.1061314304101137,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
2542,0,0,0,1,0.10704778280226633,1,1,0.2438955491054544,0.09353844431340053,-1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
5889,0,1,1,0,1.0843365120829946,0,1,-0.4823097399671412,0.31532016887932096,-1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1807,1,0,0,0,-1.2774445836787656,1,1,0.3851482941195749,-0.9744401250277277,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2201,1,0,0,0,0.14776814652229667,1,1,0.7008897241511383,0.3180135165198788,-1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
920,0,0,1,0,1.125056875803025,1,1,-1.3497677740538576,-0.3432474824770373,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
3514,0,0,1,1,1.125056875803025,1,1,1.5234792392333694,1.9001565657674662,-1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
4820,1,0,1,0,1.0436161483629645,1,1,0.6493740171459885,1.1625987680347525,-1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
6797,0,0,0,0,-0.21871512695797646,1,1,0.142525932095321,-0.21637314731076762,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
6684,1,0,0,1,-0.8702409464784621,0,1,-0.9542600880143203,-0.8303901794979017,-1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
995,1,0,0,0,0.10704778280226633,1,1,0.682609957149311,0.28001965349201197,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
2353,0,0,0,0,-1.1960038562387048,1,1,0.5180920541328647,-0.896090200631505,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
47,1,0,0,0,-1.2367242199587352,1,1,0.5280628361338618,-0.9445042283015292,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
6653,1,0,0,0,-0.1779947632379461,0,1,-1.1636465100352518,-0.6590314550224213,-1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3610,1,0,0,0,-0.8295205827584317,1,1,1.1761636661986499,-0.4940749503482666,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
4265,0,1,1,0,1.369379058123207,1,1,1.1728400721983174,2.0260153764135254,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
6526,0,0,0,1,0.6771328748826912,1,1,1.1911198392001445,1.2302636083487626,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
2968,0,0,0,0,-1.1960038562387048,1,1,0.8521132511662559,-0.8896217509701657,-1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
5337,0,0,0,0,-0.5037576729981889,1,1,-0.4906187249679718,-0.5652720498630082,-1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
1970,1,0,1,0,-1.0331224013585834,1,1,0.5430190091353566,-0.7535414652619898,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
6865,1,0,1,0,-0.9924020376385531,1,1,0.02453834508352634,-0.7589723137831144,-1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
1887,1,0,0,0,-0.6666391278783103,1,1,0.2621753161072821,-0.480828978345524,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4850,1,0,0,0,0.880734693482843,1,1,1.1728400721983174,1.3318160603697893,-1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
892,0,1,0,0,-0.015113308357824713,1,1,0.5430190091353566,0.14833261516474577,-1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
5764,0,1,0,0,1.002895784642934,1,1,0.9634536501773859,1.4757114695595837,-1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
5142,1,0,0,0,1.369379058123207,1,1,1.3224018022132684,1.985019093065037,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
1645,1,1,0,0,0.3920903288424788,1,1,0.6610065961471517,0.5554696412890446,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
6101,1,1,0,0,1.4915401492832983,1,1,1.5118466602322065,2.28901415052798,-1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1079,1,0,1,1,-1.1960038562387048,1,1,0.15914390209698223,-0.9197563372764053,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1653,0,0,1,0,1.0436161483629645,1,1,-1.462769970065154,-0.4845157738862873,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4854,0,0,1,1,-0.5851984004382496,0,1,-0.6102681089799328,-0.6494502019404375,-1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1126,0,0,0,0,-1.0331224013585834,1,1,0.32864719611392706,-0.7677146553049246,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
787,1,0,1,0,0.06632741908223598,1,1,-0.13000877593192306,-0.12349680695153734,-1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
2202,0,1,1,0,-1.0331224013585834,1,1,0.1774236690988095,-0.8017126501119639,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2227,0,0,1,1,1.0436161483629645,1,1,-1.502653098069141,-0.5185799985533405,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
162,1,0,0,0,-1.2367242199587352,1,1,0.16412929309748078,-0.9484559432823476,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
7023,1,1,1,0,1.247217966963116,1,1,1.28750406520978,1.8527139093776428,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
976,0,0,0,0,-1.2774445836787656,1,1,0.17077648109814536,-0.9772880090083172,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1412,1,0,1,0,-0.7073594915983407,1,1,0.6493740171459885,-0.43045013149509287,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
4016,1,0,0,0,-1.2774445836787656,1,1,-0.6451658459834212,-0.9881276294305616,-1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3077,0,0,1,0,0.5142514200025698,1,1,-0.3809401229570078,0.0057176499352169325,-1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
5047,0,0,0,0,0.26992923768238775,1,1,0.2787932861089434,0.19760763101494827,-1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
4044,1,0,1,0,1.5322605130033284,1,1,0.6659919871476498,1.6046389303862785,-1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
732,0,0,1,1,-0.30015585439803716,1,1,0.356897745116751,-0.1687759545809125,-1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3091,1,0,1,0,-1.1552834925186746,1,1,-1.4710789550659844,-0.9732479875474807,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
4275,1,0,0,0,-1.2774445836787656,1,1,-1.2965902700485417,-0.9967816644723535,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2208,1,1,1,0,-1.2774445836787656,1,1,1.1977670272008092,-0.9636446578454924,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
465,0,0,0,0,1.5322605130033284,0,1,-0.8213163280010305,0.2280292133812472,-1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
4674,0,0,1,1,-0.2594354906780068,1,1,-0.47898614596680894,-0.440428763737159,-1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4332,1,0,1,1,0.880734693482843,1,1,-0.1582593249347472,0.43740387750459875,-1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
6888,1,0,1,1,-1.1960038562387048,1,1,0.5297246331340278,-0.9024261905728169,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3541,1,0,1,0,0.6771328748826912,0,1,-0.801374763999037,-0.09384790628539841,-1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
2411,0,0,0,1,1.125056875803025,1,1,0.6709773781481484,1.1928216608210105,-1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
271,0,0,1,0,1.002895784642934,1,1,-0.16656830993557784,0.5152018864007072,-1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
720,0,0,1,1,-1.2367242199587352,1,1,-1.481049737066981,-0.9928078728715307,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
6302,1,0,0,0,-1.1145631287986442,1,1,0.358559542116917,-0.8255112464768914,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
591,0,0,1,1,0.5549717837226001,1,1,-1.3248408190513656,-0.4894388601473067,-1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
3581,0,0,1,1,1.247217966963116,1,1,0.3236618051134285,1.0558141570726425,-1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
4245,0,0,1,1,1.247217966963116,1,1,-1.4976677070686424,-0.4448220111180687,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5323,1,0,1,1,1.0436161483629645,1,1,1.3440051632154282,1.7405646797544219,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1088,0,1,1,0,-0.62591876415828,1,1,1.1861344481996465,-0.29178688124638225,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
2743,0,0,1,0,1.4100994218432374,1,1,1.5384354122348645,2.2243296539145874,-1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
6171,1,1,1,1,1.0843365120829946,1,1,0.7972739501607736,1.353451147974269,-1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
430,1,0,1,1,1.1657772395230555,1,1,-1.5076384890696393,-0.4860169840465982,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2179,1,0,0,0,-1.1145631287986442,1,1,-1.502653098069141,-0.9641744967256022,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1074,0,0,0,0,-1.2774445836787656,1,1,-1.451137391063991,-0.9988347901327786,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2370,0,0,1,0,1.4915401492832983,1,1,1.5882893222398482,2.4386715575389672,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
6670,1,0,1,1,-1.318164947398796,1,1,0.2854404741096075,0.0,-1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1
399,1,0,1,1,-0.38159658183809786,1,1,-1.4860351280674797,-0.824871024496759,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
4872,1,0,1,0,1.6137012404433893,1,1,0.6693155811479823,1.6698753424997859,-1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
1900,0,0,1,1,-1.1552834925186746,1,1,-1.491020519067978,-0.9743076653077002,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4721,0,0,0,0,-1.2774445836787656,1,1,-1.479387940066815,-0.9992100926728563,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
5365,0,0,0,1,1.2064976032430856,1,1,-1.4876969250676457,-0.45619147042042274,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
6983,1,0,0,0,-0.38159658183809786,1,1,0.612814483142334,-0.11082482706891356,-1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
1784,1,0,0,0,-1.1552834925186746,1,1,-1.4760643460664828,-0.9739323627676225,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1637,0,0,0,0,1.369379058123207,0,1,-1.1736172920362484,-0.1325261445334068,-1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
4203,1,0,0,1,-1.0331224013585834,1,1,-1.4860351280674797,-0.965410787445858,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2268,1,0,0,0,0.3106496014024181,1,1,-1.4677553610656522,-0.6428713691790754,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
5735,1,0,1,1,0.6364125111626608,1,1,-1.4876969250676457,-0.5949209505291471,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2760,0,0,0,0,-0.2594354906780068,1,1,-1.4660935640654862,-0.7452185795202666,-1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3225,1,0,0,0,-0.7888002190384014,1,1,0.23891015810495633,-0.6002414159502487,-1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
850,1,0,1,1,1.6137012404433893,1,1,1.6963061272506461,2.734498265600219,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
1535,0,1,1,0,-1.0331224013585834,1,1,-0.018668376920792765,-0.7984232337312828,-1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
6422,0,0,0,0,0.7992939660427822,1,1,-0.3659839499555126,0.2240112685404153,-1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2510,0,0,0,0,-1.2774445836787656,1,1,0.3153528201125979,-0.9753673430679196,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
5035,0,0,0,0,-0.5037576729981889,1,1,0.466576347127715,-0.283463995504659,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2556,0,0,1,0,0.5142514200025698,1,1,0.6576830021468192,0.6316781335448238,-1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
4183,0,0,0,1,-1.2774445836787656,0,1,-1.03568814102246,-0.9933156351316359,-1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
2112,1,0,0,0,0.025607055362205634,1,1,-0.17820088893674074,-0.14592665287618148,-1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
5600,0,0,1,1,-1.0331224013585834,1,1,0.1724382780983114,-0.7743597179263004,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
5112,1,0,0,0,-1.0331224013585834,1,1,-1.4860351280674797,-0.935364507619637,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2278,1,1,0,0,-1.0331224013585834,1,1,-0.5504434169739522,-0.8578755714035926,-1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
469,1,0,1,1,-0.7888002190384014,1,1,-0.2928648819482031,-0.6839118057675729,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1273,0,1,1,0,0.6771328748826912,1,1,0.7789941831589463,0.8283808177855517,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5059,1,0,0,0,0.14776814652229667,1,1,1.1429277261953275,0.5882534219958326,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1085,1,1,0,0,-0.7888002190384014,1,1,0.3170146171127639,-0.5929561313487403,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
6421,1,0,0,0,-0.46303730927815856,1,1,0.2089978121019659,-0.33488044349530494,-1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
5776,0,0,1,0,1.6137012404433893,1,1,0.5829021371393436,1.6324554715920379,-1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
4306,0,0,1,1,0.3106496014024181,1,1,1.506861269231708,0.9651013254738603,-1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
2878,0,0,1,0,-0.4223169455581282,1,1,0.7391110551549593,-0.19102918754552003,-1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
3175,0,1,1,0,-0.62591876415828,1,1,0.5563133851366857,-0.4212662575731913,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
2886,1,0,0,0,1.125056875803025,1,1,1.3356961782145975,1.7455760724954597,-1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
